TransactionID,Date,CustomerID,Region,Category,Product,Quantity,UnitPrice,TotalPrice,PaymentMethod
TRX-10584,2023-09-19,CUST-242,West,Home,Chair,3,102.01,306.03,PayPal
TRX-10585,2023-09-01,CUST-111,South,Clothing,T-Shirt,1,27.46,27.46,PayPal
TRX-10586,2024-11-08,CUST-181,East,Clothing,Jeans,2,65.17,130.34,PayPal
TRX-10587,2023-08-04,CUST-257,East,Home,Desk,2,153.84,307.68,PayPal
TRX-10588,2023-01-07,CUST-113,North,Electronics,Headphones,3,156.64,469.92,Credit Card
TRX-10589,2024-11-05,CUST-165,West,Electronics,Headphones,1,137.43,137.43,PayPal
TRX-10590,2024-04-10,CUST-305,East,Electronics,Smartphone,3,744.61,2233.83,Debit Card
TRX-10591,2023-09-23,CUST-124,East,Clothing,Jacket,4,131.41,525.64,PayPal
TRX-10592,2023-10-16,CUST-263,North,Home,Desk,1,152.25,152.25,Credit Card
TRX-10593,2023-04-20,CUST-435,East,Electronics,Smartphone,1,817.02,817.02,PayPal
TRX-10594,2024-03-11,CUST-486,South,Home,Coffee Maker,1,84.24,84.24,Debit Card
TRX-10595,2023-01-25,CUST-240,North,Clothing,T-Shirt,2,27.26,54.52,Credit Card
TRX-10596,2024-06-20,CUST-178,South,Clothing,T-Shirt,4,24.34,97.36,Debit Card
TRX-10597,2023-01-12,CUST-387,West,Home,Blender,4,49.17,196.68,PayPal
TRX-10598,2024-10-14,CUST-130,North,Clothing,Sneakers,4,83.2,332.8,PayPal
TRX-10599,2024-03-22,CUST-489,South,Clothing,Sneakers,2,90.11,180.22,Debit Card
TRX-10600,2023-09-11,CUST-229,East,Home,Desk,3,135.01,405.03,Debit Card
TRX-10601,2023-10-14,CUST-104,South,Clothing,Sneakers,3,92.7,278.1,Debit Card
TRX-10602,2023-12-11,CUST-229,South,Home,Desk,2,158.42,316.84,PayPal
TRX-10603,2023-09-10,CUST-155,South,Clothing,Sneakers,2,89.72,179.44,Credit Card
TRX-10604,2023-03-24,CUST-492,South,Clothing,T-Shirt,3,23.99,71.97,PayPal
TRX-10605,2023-06-05,CUST-289,North,Clothing,Jeans,1,55.71,55.71,PayPal
TRX-10606,2023-03-21,CUST-499,East,Home,Chair,3,95.31,285.93,PayPal
TRX-10607,2024-09-06,CUST-139,East,Home,Desk,4,136.87,547.48,Debit Card
TRX-10608,2024-01-15,CUST-407,West,Home,Blender,3,47.83,143.49,Credit Card
TRX-10609,2023-05-04,CUST-330,East,Home,Coffee Maker,4,74.78,299.12,PayPal
TRX-10610,2024-09-19,CUST-290,West,Home,Chair,1,104.49,104.49,PayPal
TRX-10611,2024-04-27,CUST-106,East,Clothing,Jeans,1,59.4,59.4,Debit Card
TRX-10612,2024-06-09,CUST-328,North,Electronics,Smartphone,2,804.08,1608.16,PayPal
TRX-10613,2024-05-24,CUST-282,South,Home,Coffee Maker,1,78.19,78.19,PayPal
TRX-10614,2024-02-09,CUST-345,South,Home,Blender,3,44.25,132.75,PayPal
TRX-10615,2024-10-11,CUST-413,West,Clothing,Jeans,1,63.48,63.48,Credit Card
TRX-10616,2023-03-06,CUST-112,North,Electronics,Smartphone,1,750.35,750.35,Credit Card
TRX-10617,2024-05-07,CUST-312,South,Electronics,Laptop,2,1082.91,2165.82,PayPal
TRX-10618,2023-06-22,CUST-259,East,Home,Chair,1,93.98,93.98,Credit Card
TRX-10619,2024-05-11,CUST-287,West,Home,Desk,3,149.64,448.92,PayPal
TRX-10620,2023-11-04,CUST-355,North,Electronics,Smartphone,1,823.37,823.37,Debit Card
TRX-10621,2024-05-24,CUST-295,West,Electronics,Smartphone,2,735.69,1471.38,PayPal
TRX-10622,2024-08-16,CUST-331,South,Clothing,Sneakers,4,96.56,386.24,Debit Card
TRX-10623,2024-03-11,CUST-141,South,Electronics,Laptop,1,1274.56,1274.56,PayPal
TRX-10624,2024-09-16,CUST-204,North,Clothing,Jeans,1,63.42,63.42,Debit Card
TRX-10625,2024-01-28,CUST-228,West,Home,Blender,4,41.42,165.68,Debit Card
TRX-10626,2023-01-29,CUST-196,South,Home,Blender,4,47.78,191.12,PayPal
TRX-10627,2023-08-20,CUST-376,South,Electronics,Monitor,2,320.45,640.9,Debit Card
TRX-10628,2024-12-26,CUST-299,North,Electronics,Smartphone,3,852.02,2556.06,Debit Card
TRX-10629,2023-06-22,CUST-168,East,Electronics,Monitor,1,283.62,283.62,PayPal
TRX-10630,2023-03-28,CUST-200,North,Electronics,Monitor,1,314.25,314.25,Credit Card
TRX-10631,2024-05-19,CUST-186,North,Clothing,T-Shirt,4,22.74,90.96,Debit Card
TRX-10632,2024-03-10,CUST-251,East,Home,Desk,1,156.49,156.49,PayPal
TRX-10633,2023-10-04,CUST-331,North,Home,Chair,4,90.71,362.84,Debit Card
TRX-10634,2023-08-16,CUST-238,North,Clothing,Jeans,2,58.24,116.48,Credit Card
TRX-10635,2024-01-26,CUST-127,South,Home,Coffee Maker,3,87.53,262.59,Credit Card
TRX-10636,2023-09-18,CUST-360,East,Clothing,Sneakers,2,87.39,174.78,Credit Card
TRX-10637,2024-06-03,CUST-419,North,Home,Blender,4,46.44,185.76,PayPal
TRX-10638,2024-01-03,CUST-319,North,Electronics,Laptop,3,1181.83,3545.49,PayPal
TRX-10639,2023-12-26,CUST-428,South,Electronics,Monitor,4,323.93,1295.72,Credit Card
TRX-10640,2024-07-14,CUST-391,North,Clothing,Jacket,2,117.17,234.34,Credit Card
TRX-10641,2024-09-08,CUST-268,South,Electronics,Headphones,2,153.45,306.9,Credit Card
TRX-10642,2023-07-09,CUST-354,South,Electronics,Monitor,3,327.59,982.77,Debit Card
TRX-10643,2024-11-06,CUST-239,West,Clothing,Jeans,1,65.62,65.62,Credit Card
TRX-10644,2024-01-09,CUST-368,West,Clothing,Jeans,2,59.69,119.38,PayPal
TRX-10645,2023-10-15,CUST-387,East,Clothing,Jacket,3,121.98,365.94,Credit Card
TRX-10646,2024-06-05,CUST-370,East,Electronics,Headphones,3,154.69,464.07,Credit Card
TRX-10647,2023-07-02,CUST-252,West,Clothing,Sneakers,2,82.99,165.98,PayPal
TRX-10648,2023-05-04,CUST-213,North,Electronics,Smartphone,2,780.16,1560.32,PayPal
TRX-10649,2024-12-25,CUST-271,West,Electronics,Laptop,2,1306.34,2612.68,PayPal
TRX-10650,2023-04-23,CUST-475,North,Clothing,T-Shirt,2,23.49,46.98,Credit Card
TRX-10651,2024-06-27,CUST-321,West,Home,Desk,2,164.77,329.54,PayPal
TRX-10652,2023-08-21,CUST-117,East,Electronics,Monitor,1,321.68,321.68,PayPal
TRX-10653,2024-10-22,CUST-225,East,Clothing,Jacket,2,123.27,246.54,Credit Card
TRX-10654,2023-08-26,CUST-234,North,Home,Desk,4,160.26,641.04,Debit Card
TRX-10655,2023-07-22,CUST-355,South,Clothing,Jeans,4,56.17,224.68,Credit Card
TRX-10656,2023-12-11,CUST-121,North,Electronics,Smartphone,3,807.2,2421.6,Debit Card
TRX-10657,2024-04-10,CUST-357,West,Home,Coffee Maker,1,80.63,80.63,PayPal
TRX-10658,2024-03-11,CUST-382,South,Electronics,Laptop,3,1111.61,3334.83,PayPal
TRX-10659,2024-02-11,CUST-187,South,Electronics,Monitor,3,327.91,983.73,Debit Card
TRX-10660,2024-11-13,CUST-288,South,Home,Desk,2,145.27,290.54,Debit Card
TRX-10661,2024-12-03,CUST-217,East,Electronics,Smartphone,3,838.95,2516.85,Debit Card
TRX-10662,2023-01-30,CUST-394,South,Home,Blender,1,45.59,45.59,PayPal
TRX-10663,2023-05-08,CUST-328,West,Home,Desk,1,152.32,152.32,Credit Card
TRX-10664,2023-07-05,CUST-243,North,Electronics,Monitor,2,279.6,559.2,Debit Card
TRX-10665,2023-09-18,CUST-102,East,Clothing,T-Shirt,4,26.56,106.24,Credit Card
TRX-10666,2024-04-27,CUST-323,South,Clothing,Jeans,4,65.9,263.6,PayPal
TRX-10667,2024-05-05,CUST-109,East,Clothing,Jacket,2,129.12,258.24,Debit Card
TRX-10668,2023-08-19,CUST-318,North,Home,Coffee Maker,2,83.88,167.76,Debit Card
TRX-10669,2023-04-22,CUST-112,East,Electronics,Headphones,1,140.64,140.64,PayPal
TRX-10670,2024-08-20,CUST-333,West,Electronics,Smartphone,4,806.19,3224.76,Debit Card
TRX-10671,2023-01-12,CUST-308,West,Home,Chair,2,105.22,210.44,PayPal
TRX-10672,2024-02-22,CUST-476,East,Clothing,Jeans,1,54.13,54.13,Credit Card
TRX-10673,2023-03-11,CUST-411,North,Electronics,Smartphone,4,828.54,3314.16,Credit Card
TRX-10674,2023-05-12,CUST-210,North,Electronics,Smartphone,2,800.33,1600.66,Debit Card
TRX-10675,2024-06-19,CUST-326,West,Electronics,Headphones,4,148.46,593.84,PayPal
TRX-10676,2024-04-13,CUST-409,South,Home,Desk,2,139.13,278.26,Debit Card
TRX-10677,2023-07-21,CUST-137,West,Home,Chair,1,103.91,103.91,Debit Card
TRX-10678,2023-02-26,CUST-119,East,Home,Desk,4,140.01,560.04,Debit Card
TRX-10679,2024-05-30,CUST-320,North,Clothing,Sneakers,3,88.24,264.72,Credit Card
TRX-10680,2023-12-02,CUST-285,North,Clothing,Jacket,4,123.42,493.68,Debit Card
TRX-10681,2024-06-19,CUST-261,West,Clothing,Jeans,4,60.74,242.96,PayPal
TRX-10682,2023-06-08,CUST-287,South,Clothing,T-Shirt,3,25.5,76.5,Credit Card
TRX-10683,2023-11-15,CUST-465,East,Clothing,Jeans,1,63.9,63.9,PayPal
TRX-10684,2023-04-19,CUST-175,East,Home,Blender,4,41.84,167.36,Debit Card
TRX-10685,2023-04-27,CUST-455,East,Home,Blender,2,47.56,95.12,Debit Card
TRX-10686,2024-11-15,CUST-327,East,Home,Blender,4,45.16,180.64,PayPal
TRX-10687,2023-07-02,CUST-245,North,Home,Chair,1,92.45,92.45,Debit Card
TRX-10688,2024-04-20,CUST-350,West,Electronics,Laptop,1,1169.14,1169.14,PayPal
TRX-10689,2023-04-28,CUST-400,North,Home,Desk,1,158.0,158.0,PayPal
TRX-10690,2023-09-17,CUST-247,East,Home,Desk,2,140.2,280.4,PayPal
TRX-10691,2024-02-03,CUST-297,North,Home,Coffee Maker,3,84.57,253.71,PayPal
TRX-10692,2023-03-16,CUST-458,West,Clothing,Jeans,4,65.89,263.56,PayPal
TRX-10693,2024-05-19,CUST-160,South,Electronics,Monitor,4,304.31,1217.24,PayPal
TRX-10694,2024-09-10,CUST-212,West,Home,Desk,3,164.39,493.17,PayPal
TRX-10695,2024-12-10,CUST-436,East,Clothing,T-Shirt,2,25.43,50.86,Credit Card
TRX-10696,2024-03-01,CUST-134,East,Home,Chair,3,108.59,325.77,PayPal
TRX-10697,2024-08-03,CUST-448,South,Home,Desk,3,147.89,443.67,Credit Card
TRX-10698,2023-02-18,CUST-173,West,Home,Blender,4,44.66,178.64,Credit Card
TRX-10699,2024-08-04,CUST-189,East,Clothing,Jeans,4,65.25,261.0,Credit Card
TRX-10700,2023-10-22,CUST-228,South,Home,Desk,3,137.42,412.26,PayPal
TRX-10701,2023-07-01,CUST-273,East,Home,Coffee Maker,4,84.48,337.92,Debit Card
TRX-10702,2024-07-22,CUST-130,East,Clothing,Sneakers,4,91.98,367.92,Credit Card
TRX-10703,2024-07-01,CUST-312,East,Home,Blender,1,48.8,48.8,PayPal
TRX-10704,2024-09-09,CUST-441,West,Home,Chair,4,91.38,365.52,Debit Card
TRX-10705,2023-08-08,CUST-369,West,Clothing,Jeans,3,57.14,171.42,Debit Card
TRX-10706,2024-02-04,CUST-281,East,Clothing,T-Shirt,4,23.75,95.0,Debit Card
TRX-10707,2023-07-24,CUST-169,East,Home,Chair,1,98.58,98.58,PayPal
TRX-10708,2023-08-16,CUST-283,West,Home,Desk,1,136.96,136.96,Credit Card
TRX-10709,2023-09-07,CUST-462,North,Home,Chair,2,90.93,181.86,PayPal
TRX-10710,2024-11-20,CUST-106,South,Clothing,Sneakers,4,83.51,334.04,Debit Card
TRX-10711,2024-11-02,CUST-347,East,Home,Blender,3,41.28,123.84,PayPal
TRX-10712,2024-10-16,CUST-298,West,Home,Chair,4,100.97,403.88,PayPal
TRX-10713,2024-05-06,CUST-475,South,Clothing,Sneakers,2,88.08,176.16,Credit Card
TRX-10714,2023-06-14,CUST-413,South,Home,Desk,1,142.8,142.8,Debit Card
TRX-10715,2023-05-11,CUST-186,West,Electronics,Monitor,1,328.77,328.77,Credit Card
TRX-10716,2023-11-01,CUST-470,East,Home,Blender,4,42.28,169.12,PayPal
TRX-10717,2024-03-20,CUST-260,North,Clothing,T-Shirt,4,27.36,109.44,PayPal
TRX-10718,2024-05-04,CUST-426,South,Clothing,Jeans,4,55.81,223.24,Debit Card
TRX-10719,2024-08-15,CUST-251,North,Home,Chair,1,103.68,103.68,PayPal
TRX-10720,2023-01-28,CUST-142,West,Home,Desk,2,138.44,276.88,Debit Card
TRX-10721,2023-06-26,CUST-116,South,Clothing,Sneakers,2,82.22,164.44,Credit Card
TRX-10722,2023-07-17,CUST-197,South,Home,Coffee Maker,2,81.81,163.62,PayPal
TRX-10723,2024-05-31,CUST-101,South,Clothing,T-Shirt,1,24.92,24.92,PayPal
TRX-10724,2023-03-07,CUST-429,North,Electronics,Laptop,1,1239.41,1239.41,Debit Card
TRX-10725,2024-03-10,CUST-224,South,Electronics,Laptop,4,1190.95,4763.8,Credit Card
TRX-10726,2023-12-10,CUST-393,South,Clothing,Sneakers,4,94.49,377.96,Debit Card
TRX-10727,2024-09-02,CUST-291,South,Electronics,Headphones,2,159.19,318.38,PayPal
TRX-10728,2023-02-01,CUST-490,East,Home,Coffee Maker,1,84.7,84.7,PayPal
TRX-10729,2024-01-18,CUST-167,East,Home,Coffee Maker,2,85.95,171.9,Debit Card
TRX-10730,2024-10-16,CUST-475,West,Electronics,Headphones,2,157.7,315.4,PayPal
TRX-10731,2024-12-26,CUST-215,East,Electronics,Monitor,3,277.58,832.74,PayPal
TRX-10732,2024-01-16,CUST-267,West,Electronics,Monitor,3,322.23,966.69,Debit Card
TRX-10733,2024-03-22,CUST-165,North,Clothing,T-Shirt,2,27.42,54.84,Debit Card
TRX-10734,2023-02-13,CUST-196,West,Home,Chair,2,91.3,182.6,PayPal
TRX-10735,2024-11-09,CUST-378,South,Electronics,Laptop,3,1173.77,3521.31,PayPal
TRX-10736,2024-03-02,CUST-296,North,Electronics,Monitor,2,319.33,638.66,Credit Card
TRX-10737,2023-09-25,CUST-173,East,Electronics,Laptop,4,1311.47,5245.88,Credit Card
TRX-10738,2024-04-20,CUST-396,East,Home,Coffee Maker,4,73.5,294.0,Debit Card
TRX-10739,2023-03-13,CUST-154,North,Electronics,Laptop,1,1218.62,1218.62,Debit Card
TRX-10740,2023-08-26,CUST-203,South,Clothing,Jeans,3,61.71,185.13,Debit Card
TRX-10741,2024-04-12,CUST-367,North,Electronics,Laptop,4,1204.85,4819.4,Debit Card
TRX-10742,2024-01-22,CUST-464,North,Home,Coffee Maker,4,74.66,298.64,PayPal
TRX-10743,2023-02-09,CUST-319,South,Electronics,Smartphone,2,864.98,1729.96,Debit Card
TRX-10744,2024-06-03,CUST-200,West,Home,Chair,4,94.04,376.16,Credit Card
TRX-10745,2024-09-10,CUST-200,South,Clothing,Jacket,4,125.58,502.32,Debit Card
TRX-10746,2024-01-01,CUST-345,South,Home,Blender,2,44.46,88.92,PayPal
TRX-10747,2024-06-07,CUST-494,North,Home,Chair,1,107.14,107.14,Credit Card
TRX-10748,2023-05-09,CUST-162,East,Electronics,Smartphone,4,800.83,3203.32,Credit Card
TRX-10749,2024-06-16,CUST-257,West,Clothing,Jeans,1,59.82,59.82,Credit Card
TRX-10750,2023-04-12,CUST-322,South,Home,Desk,4,154.04,616.16,PayPal
TRX-10751,2024-06-20,CUST-230,East,Home,Chair,4,103.12,412.48,Debit Card
TRX-10752,2024-10-27,CUST-481,South,Home,Coffee Maker,1,80.44,80.44,PayPal
TRX-10753,2024-12-01,CUST-364,South,Electronics,Laptop,3,1170.97,3512.91,Debit Card
TRX-10754,2024-10-07,CUST-310,East,Clothing,Jacket,2,127.66,255.32,PayPal
TRX-10755,2024-01-30,CUST-463,North,Home,Chair,1,105.19,105.19,PayPal
TRX-10756,2024-12-28,CUST-325,West,Electronics,Headphones,1,148.78,148.78,Debit Card
TRX-10757,2024-04-20,CUST-385,West,Electronics,Laptop,4,1276.62,5106.48,Debit Card
TRX-10758,2023-06-05,CUST-347,East,Home,Chair,1,93.48,93.48,Credit Card
TRX-10759,2024-11-05,CUST-279,South,Electronics,Smartphone,1,733.95,733.95,Debit Card
TRX-10760,2023-12-04,CUST-413,South,Clothing,Jacket,3,129.73,389.19,Credit Card
TRX-10761,2023-06-25,CUST-483,West,Electronics,Monitor,3,306.83,920.49,Credit Card
TRX-10762,2024-09-11,CUST-238,South,Clothing,T-Shirt,1,24.26,24.26,PayPal
TRX-10763,2023-10-16,CUST-311,West,Electronics,Laptop,3,1282.5,3847.5,PayPal
TRX-10764,2023-03-07,CUST-347,South,Clothing,Sneakers,2,94.31,188.62,Credit Card
TRX-10765,2024-03-29,CUST-300,South,Electronics,Laptop,3,1096.71,3290.13,Credit Card
TRX-10766,2024-10-01,CUST-290,East,Home,Desk,1,154.66,154.66,PayPal
TRX-10767,2023-05-23,CUST-290,South,Clothing,Jacket,2,116.17,232.34,Debit Card
TRX-10768,2024-09-20,CUST-401,North,Home,Desk,1,137.06,137.06,PayPal
TRX-10769,2024-04-04,CUST-138,South,Home,Blender,4,47.33,189.32,PayPal
TRX-10770,2023-07-26,CUST-309,South,Electronics,Headphones,4,159.22,636.88,Debit Card
TRX-10771,2023-09-08,CUST-318,North,Electronics,Smartphone,2,824.12,1648.24,Debit Card
TRX-10772,2023-12-20,CUST-475,South,Clothing,T-Shirt,3,25.3,75.9,PayPal
TRX-10773,2024-09-03,CUST-427,West,Electronics,Smartphone,2,780.72,1561.44,Debit Card
TRX-10774,2024-06-25,CUST-433,West,Home,Coffee Maker,3,74.06,222.18,PayPal
TRX-10775,2023-10-08,CUST-443,East,Electronics,Laptop,1,1194.98,1194.98,Debit Card
TRX-10776,2024-12-27,CUST-249,North,Home,Chair,2,90.54,181.08,Credit Card
TRX-10777,2024-09-13,CUST-486,East,Clothing,Sneakers,3,96.45,289.35,Debit Card
TRX-10778,2023-10-11,CUST-272,East,Electronics,Smartphone,1,840.63,840.63,Credit Card
TRX-10779,2023-03-14,CUST-350,West,Electronics,Laptop,3,1311.07,3933.21,Credit Card
TRX-10780,2024-05-22,CUST-374,North,Clothing,Jeans,1,61.54,61.54,Credit Card
TRX-10781,2023-04-30,CUST-416,North,Electronics,Headphones,2,161.18,322.36,Credit Card
TRX-10782,2023-10-13,CUST-364,East,Electronics,Headphones,1,137.05,137.05,Credit Card
TRX-10783,2023-03-30,CUST-241,West,Electronics,Headphones,4,135.37,541.48,PayPal
TRX-10784,2023-11-30,CUST-321,North,Electronics,Headphones,3,152.95,458.85,PayPal
TRX-10785,2023-03-09,CUST-363,East,Electronics,Headphones,3,152.96,458.88,PayPal
TRX-10786,2024-09-13,CUST-185,West,Home,Blender,1,48.4,48.4,PayPal
TRX-10787,2023-09-12,CUST-282,South,Clothing,T-Shirt,3,26.96,80.88,Credit Card
TRX-10788,2024-03-07,CUST-257,North,Clothing,T-Shirt,2,25.16,50.32,PayPal
TRX-10789,2024-07-29,CUST-149,West,Home,Chair,3,98.58,295.74,Credit Card
TRX-10790,2023-11-21,CUST-403,North,Clothing,Jeans,1,60.88,60.88,Debit Card
TRX-10791,2024-11-14,CUST-300,West,Home,Chair,3,106.63,319.89,Debit Card
TRX-10792,2023-02-04,CUST-315,West,Home,Blender,4,48.69,194.76,Debit Card
TRX-10793,2023-10-28,CUST-442,South,Home,Chair,4,109.12,436.48,Debit Card
TRX-10794,2024-03-13,CUST-175,South,Clothing,Sneakers,4,88.75,355.0,Credit Card
TRX-10795,2024-10-20,CUST-125,North,Home,Desk,3,148.93,446.79,Debit Card
TRX-10796,2023-08-20,CUST-120,North,Home,Desk,2,139.94,279.88,Credit Card
TRX-10797,2024-05-19,CUST-256,East,Home,Coffee Maker,4,82.1,328.4,PayPal
TRX-10798,2024-03-30,CUST-447,West,Electronics,Monitor,3,308.38,925.14,PayPal
TRX-10799,2023-03-17,CUST-166,West,Electronics,Monitor,2,276.25,552.5,Credit Card
TRX-10800,2023-06-11,CUST-446,West,Clothing,Jacket,2,123.65,247.3,Credit Card
TRX-10801,2024-08-06,CUST-186,South,Clothing,Sneakers,1,94.38,94.38,Debit Card
TRX-10802,2024-10-26,CUST-309,South,Home,Chair,2,98.14,196.28,Debit Card
TRX-10803,2023-09-19,CUST-317,West,Clothing,Sneakers,4,87.51,350.04,Debit Card
TRX-10804,2024-01-15,CUST-461,North,Home,Chair,3,108.15,324.45,Credit Card
TRX-10805,2024-09-12,CUST-340,North,Clothing,Sneakers,1,98.49,98.49,PayPal
TRX-10806,2023-10-18,CUST-336,West,Electronics,Headphones,2,153.68,307.36,Debit Card
TRX-10807,2024-10-14,CUST-288,North,Clothing,Jacket,1,119.38,119.38,PayPal
TRX-10808,2023-07-09,CUST-235,West,Clothing,T-Shirt,2,22.53,45.06,PayPal
TRX-10809,2024-08-24,CUST-394,South,Electronics,Laptop,4,1088.81,4355.24,Debit Card
TRX-10810,2024-12-04,CUST-417,West,Electronics,Monitor,1,318.16,318.16,Debit Card
TRX-10811,2024-01-17,CUST-332,South,Electronics,Headphones,2,146.9,293.8,PayPal
TRX-10812,2024-07-06,CUST-116,East,Home,Blender,1,44.07,44.07,Debit Card
TRX-10813,2024-07-24,CUST-282,East,Electronics,Laptop,3,1107.32,3321.96,PayPal
TRX-10814,2024-12-04,CUST-366,East,Home,Chair,1,107.48,107.48,Debit Card
TRX-10815,2023-11-29,CUST-226,South,Home,Blender,3,40.9,122.7,Credit Card
TRX-10816,2023-06-17,CUST-207,North,Electronics,Smartphone,1,763.96,763.96,PayPal
TRX-10817,2024-03-31,CUST-208,South,Home,Chair,4,104.6,418.4,Credit Card
TRX-10818,2023-10-28,CUST-189,West,Home,Blender,4,45.97,183.88,Credit Card
TRX-10819,2024-03-28,CUST-107,East,Home,Chair,2,109.1,218.2,PayPal
TRX-10820,2023-12-09,CUST-257,North,Home,Coffee Maker,2,85.81,171.62,Credit Card
TRX-10821,2024-11-19,CUST-274,South,Electronics,Headphones,3,142.73,428.19,Credit Card
TRX-10822,2023-11-20,CUST-260,West,Clothing,Sneakers,2,96.69,193.38,PayPal
TRX-10823,2024-04-29,CUST-246,West,Home,Blender,2,44.61,89.22,Credit Card
TRX-10824,2023-03-25,CUST-212,South,Clothing,T-Shirt,4,25.48,101.92,Debit Card
TRX-10825,2024-10-16,CUST-140,North,Home,Coffee Maker,2,73.14,146.28,PayPal
TRX-10826,2023-04-15,CUST-301,East,Electronics,Smartphone,3,870.68,2612.04,PayPal
TRX-10827,2023-09-23,CUST-497,West,Electronics,Headphones,3,145.86,437.58,PayPal
TRX-10828,2024-12-13,CUST-476,East,Electronics,Laptop,2,1232.66,2465.32,Debit Card
TRX-10829,2023-03-25,CUST-254,West,Home,Blender,3,41.89,125.67,PayPal
TRX-10830,2024-11-08,CUST-486,East,Electronics,Headphones,1,157.23,157.23,Credit Card
TRX-10831,2023-09-15,CUST-180,South,Clothing,Sneakers,4,90.61,362.44,Debit Card
TRX-10832,2024-02-23,CUST-334,East,Electronics,Headphones,4,155.85,623.4,Debit Card
TRX-10833,2023-12-23,CUST-312,West,Electronics,Laptop,1,1196.64,1196.64,Debit Card
TRX-10834,2023-08-11,CUST-378,North,Electronics,Smartphone,3,849.28,2547.84,Debit Card
TRX-10835,2023-10-04,CUST-206,North,Clothing,Jeans,2,63.8,127.6,PayPal
TRX-10836,2024-03-04,CUST-474,North,Home,Desk,3,147.9,443.7,Credit Card
TRX-10837,2024-09-25,CUST-129,East,Clothing,Jeans,2,60.51,121.02,PayPal
TRX-10838,2024-03-26,CUST-294,South,Clothing,Jacket,2,118.71,237.42,PayPal
TRX-10839,2023-02-10,CUST-162,North,Electronics,Headphones,3,160.73,482.19,Debit Card
TRX-10840,2024-07-13,CUST-259,East,Electronics,Headphones,3,137.97,413.91,PayPal
TRX-10841,2023-04-28,CUST-199,North,Clothing,T-Shirt,1,24.36,24.36,PayPal
TRX-10842,2024-11-09,CUST-389,West,Clothing,T-Shirt,4,24.46,97.84,PayPal
TRX-10843,2023-01-07,CUST-295,North,Home,Blender,1,42.0,42.0,PayPal
TRX-10844,2023-07-12,CUST-146,West,Clothing,T-Shirt,1,22.72,22.72,Debit Card
TRX-10845,2023-07-21,CUST-225,North,Electronics,Headphones,1,139.63,139.63,Debit Card
TRX-10846,2024-07-29,CUST-424,West,Home,Blender,1,45.86,45.86,Debit Card
TRX-10847,2024-09-19,CUST-303,South,Home,Chair,4,100.62,402.48,Credit Card
TRX-10848,2024-01-23,CUST-212,North,Home,Desk,3,151.79,455.37,PayPal
TRX-10849,2024-01-11,CUST-443,West,Electronics,Monitor,1,278.43,278.43,Credit Card
TRX-10850,2024-07-10,CUST-359,East,Clothing,Jeans,3,60.07,180.21,Credit Card
TRX-10851,2023-12-29,CUST-333,South,Clothing,Jeans,2,55.19,110.38,Debit Card
TRX-10852,2023-05-05,CUST-498,West,Clothing,Sneakers,2,88.12,176.24,Credit Card
TRX-10853,2024-04-29,CUST-221,North,Home,Chair,2,99.76,199.52,Debit Card
TRX-10854,2023-05-04,CUST-456,West,Clothing,Jacket,2,110.79,221.58,Debit Card
TRX-10855,2024-12-08,CUST-373,North,Clothing,Jacket,2,119.38,238.76,PayPal
TRX-10856,2023-03-18,CUST-158,West,Clothing,T-Shirt,1,26.63,26.63,Credit Card
TRX-10857,2023-04-19,CUST-323,West,Home,Desk,4,163.83,655.32,Debit Card
TRX-10858,2023-03-10,CUST-264,North,Home,Desk,4,145.21,580.84,Debit Card
TRX-10859,2024-11-04,CUST-464,South,Electronics,Monitor,1,298.67,298.67,Credit Card
TRX-10860,2023-12-09,CUST-486,South,Electronics,Smartphone,3,841.9,2525.7,PayPal
TRX-10861,2023-04-19,CUST-150,West,Home,Coffee Maker,4,76.84,307.36,Credit Card
TRX-10862,2024-01-18,CUST-120,West,Home,Coffee Maker,1,74.83,74.83,PayPal
TRX-10863,2024-05-13,CUST-484,South,Home,Blender,3,49.2,147.6,Credit Card
TRX-10864,2024-09-28,CUST-496,West,Home,Blender,4,45.72,182.88,Debit Card
TRX-10865,2024-03-10,CUST-372,East,Electronics,Monitor,3,307.57,922.71,PayPal
TRX-10866,2023-04-14,CUST-313,North,Home,Chair,2,104.69,209.38,PayPal
TRX-10867,2023-06-14,CUST-440,East,Home,Blender,2,45.62,91.24,Debit Card
TRX-10868,2024-10-18,CUST-200,North,Home,Chair,1,92.96,92.96,PayPal
TRX-10869,2023-03-05,CUST-190,North,Clothing,Sneakers,3,90.77,272.31,Credit Card
TRX-10870,2024-11-15,CUST-146,East,Electronics,Headphones,3,162.28,486.84,Credit Card
TRX-10871,2024-01-30,CUST-104,North,Electronics,Monitor,1,322.2,322.2,Credit Card
TRX-10872,2024-07-11,CUST-111,West,Clothing,Sneakers,4,95.3,381.2,PayPal
TRX-10873,2023-05-27,CUST-253,South,Electronics,Headphones,3,164.09,492.27,PayPal
TRX-10874,2024-08-04,CUST-282,West,Home,Desk,4,164.43,657.72,Debit Card
TRX-10875,2024-08-09,CUST-315,West,Electronics,Smartphone,2,780.05,1560.1,Debit Card
TRX-10876,2024-12-15,CUST-291,West,Electronics,Smartphone,3,790.6,2371.8,Credit Card
TRX-10877,2024-04-09,CUST-278,North,Electronics,Monitor,2,299.54,599.08,Credit Card
TRX-10878,2023-03-23,CUST-191,South,Electronics,Headphones,3,161.83,485.49,PayPal
