SessionID,Date,Source,Device,IsBounce,ViewedProduct,AddToCart,Purchase,SessionDurationSec
SES-12486,2023-01-30,Organic Search,Desktop,No,Yes,No,No,440
SES-12487,2023-08-01,Organic Search,Tablet,Yes,No,No,No,1
SES-12488,2023-05-14,Direct,Mobile,No,Yes,No,No,223
SES-12489,2023-11-15,Organic Search,Tablet,No,Yes,No,No,133
SES-12490,2023-10-31,Social,Tablet,No,Yes,No,No,40
SES-12491,2023-08-15,Direct,Mobile,Yes,No,No,No,9
SES-12492,2023-07-23,Referral,Mobile,No,Yes,No,No,169
SES-12493,2023-07-31,Referral,Desktop,No,Yes,No,No,70
SES-12494,2023-03-21,Social,Desktop,No,Yes,No,No,450
SES-12495,2023-11-16,Social,Desktop,Yes,No,No,No,9
SES-12496,2023-08-25,Direct,Mobile,Yes,No,No,No,2
SES-12497,2023-10-16,Social,Mobile,Yes,No,No,No,3
SES-12498,2023-04-10,Referral,Mobile,No,Yes,No,No,22
SES-12499,2023-05-06,Referral,Tablet,No,Yes,No,No,512
SES-12500,2023-04-24,Paid Search,Tablet,No,Yes,No,No,473
SES-12501,2023-04-03,Organic Search,Desktop,No,Yes,No,No,540
SES-12502,2023-12-31,Direct,Tablet,Yes,No,No,No,4
SES-12503,2023-03-05,Direct,Tablet,No,Yes,Yes,Yes,588
SES-12504,2023-10-31,Social,Tablet,No,Yes,No,No,56
SES-12505,2023-10-17,Direct,Mobile,Yes,No,No,No,4
SES-12506,2023-10-07,Paid Search,Desktop,No,Yes,No,No,363
SES-12507,2023-05-14,Organic Search,Tablet,No,Yes,No,No,105
SES-12508,2023-06-29,Social,Mobile,Yes,No,No,No,0
SES-12509,2023-09-25,Organic Search,Mobile,Yes,No,No,No,7
SES-12510,2023-02-06,Paid Search,Mobile,No,Yes,No,No,263
SES-12511,2023-06-04,Direct,Desktop,Yes,No,No,No,3
SES-12512,2023-09-30,Paid Search,Mobile,No,Yes,No,No,264
SES-12513,2023-05-25,Referral,Desktop,No,Yes,No,No,36
SES-12514,2023-10-26,Referral,Mobile,Yes,No,No,No,7
SES-12515,2023-08-24,Social,Tablet,No,Yes,No,No,39
SES-12516,2023-04-27,Referral,Mobile,Yes,No,No,No,6
SES-12517,2023-10-03,Referral,Mobile,No,Yes,Yes,No,448
SES-12518,2023-08-03,Referral,Tablet,Yes,No,No,No,8
SES-12519,2023-12-22,Social,Desktop,Yes,No,No,No,9
SES-12520,2023-09-12,Organic Search,Tablet,No,Yes,No,No,252
SES-12521,2023-09-06,Direct,Mobile,Yes,No,No,No,3
SES-12522,2023-08-29,Paid Search,Desktop,No,Yes,Yes,No,543
SES-12523,2023-12-09,Social,Desktop,No,Yes,No,No,224
SES-12524,2023-03-23,Paid Search,Tablet,No,Yes,No,No,41
SES-12525,2023-02-08,Referral,Desktop,No,Yes,No,No,36
SES-12526,2023-07-28,Direct,Desktop,Yes,No,No,No,9
SES-12527,2023-07-25,Referral,Tablet,Yes,No,No,No,6
SES-12528,2023-03-30,Social,Desktop,Yes,No,No,No,0
SES-12529,2023-03-02,Referral,Desktop,No,Yes,No,No,467
SES-12530,2023-07-20,Paid Search,Desktop,Yes,No,No,No,7
SES-12531,2023-01-29,Paid Search,Mobile,No,Yes,No,No,154
SES-12532,2023-01-13,Social,Tablet,Yes,No,No,No,0
SES-12533,2023-06-06,Direct,Tablet,Yes,No,No,No,0
SES-12534,2023-05-28,Direct,Desktop,Yes,No,No,No,5
SES-12535,2023-10-05,Referral,Tablet,No,Yes,No,No,293
SES-12536,2023-07-24,Paid Search,Tablet,No,Yes,No,No,404
SES-12537,2023-04-16,Direct,Mobile,No,Yes,No,No,425
SES-12538,2023-02-18,Social,Tablet,No,Yes,No,No,440
SES-12539,2023-10-06,Direct,Desktop,No,Yes,No,No,433
SES-12540,2023-08-02,Direct,Mobile,Yes,No,No,No,3
SES-12541,2023-07-04,Organic Search,Tablet,Yes,No,No,No,7
SES-12542,2023-04-07,Referral,Desktop,No,Yes,Yes,Yes,401
SES-12543,2023-11-14,Direct,Tablet,No,Yes,No,No,327
SES-12544,2023-09-25,Organic Search,Desktop,No,Yes,No,No,164
SES-12545,2023-08-19,Organic Search,Tablet,No,Yes,Yes,No,47
SES-12546,2023-07-12,Direct,Desktop,No,Yes,No,No,469
SES-12547,2023-06-12,Direct,Tablet,No,Yes,No,No,355
SES-12548,2023-06-16,Direct,Mobile,Yes,No,No,No,2
SES-12549,2023-03-27,Social,Mobile,Yes,No,No,No,5
SES-12550,2023-04-27,Referral,Desktop,No,Yes,No,No,547
SES-12551,2023-10-09,Organic Search,Mobile,Yes,No,No,No,3
SES-12552,2023-03-07,Organic Search,Tablet,No,Yes,No,No,439
SES-12553,2023-08-16,Referral,Tablet,No,Yes,No,No,360
SES-12554,2023-05-19,Social,Tablet,Yes,No,No,No,2
SES-12555,2023-02-06,Social,Tablet,Yes,No,No,No,8
SES-12556,2023-09-07,Direct,Mobile,Yes,No,No,No,9
SES-12557,2023-09-14,Organic Search,Tablet,No,Yes,Yes,No,139
SES-12558,2023-10-21,Organic Search,Desktop,No,Yes,Yes,Yes,77
SES-12559,2023-09-16,Direct,Tablet,No,Yes,No,No,109
SES-12560,2023-02-13,Social,Mobile,Yes,No,No,No,9
SES-12561,2023-10-31,Direct,Mobile,No,Yes,No,No,74
SES-12562,2023-09-28,Direct,Desktop,Yes,No,No,No,1
SES-12563,2023-05-05,Direct,Tablet,No,Yes,No,No,70
SES-12564,2023-09-02,Referral,Tablet,No,Yes,Yes,Yes,540
SES-12565,2023-09-14,Organic Search,Desktop,Yes,No,No,No,3
SES-12566,2023-12-27,Paid Search,Tablet,Yes,No,No,No,6
SES-12567,2023-01-22,Social,Mobile,Yes,No,No,No,8
SES-12568,2023-07-21,Social,Desktop,No,Yes,No,No,561
SES-12569,2023-03-20,Organic Search,Desktop,Yes,No,No,No,4
SES-12570,2023-06-04,Referral,Desktop,No,Yes,No,No,56
SES-12571,2023-09-08,Organic Search,Tablet,No,Yes,No,No,498
SES-12572,2023-12-16,Paid Search,Tablet,Yes,No,No,No,0
SES-12573,2023-05-05,Paid Search,Tablet,Yes,No,No,No,2
SES-12574,2023-01-21,Social,Tablet,Yes,No,No,No,2
SES-12575,2023-12-28,Referral,Mobile,Yes,No,No,No,3
SES-12576,2023-02-24,Organic Search,Mobile,No,Yes,No,No,258
SES-12577,2023-03-02,Paid Search,Desktop,No,Yes,No,No,229
SES-12578,2023-12-02,Organic Search,Mobile,Yes,No,No,No,9
SES-12579,2023-02-17,Paid Search,Mobile,Yes,No,No,No,8
SES-12580,2023-03-11,Organic Search,Tablet,No,Yes,No,No,596
SES-12581,2023-01-13,Referral,Tablet,No,Yes,No,No,328
SES-12582,2023-03-25,Paid Search,Tablet,No,Yes,No,No,579
SES-12583,2023-02-12,Direct,Mobile,Yes,No,No,No,8
SES-12584,2023-10-13,Referral,Desktop,Yes,No,No,No,7
SES-12585,2023-01-24,Social,Mobile,No,Yes,Yes,Yes,208
SES-12586,2023-01-08,Paid Search,Mobile,Yes,No,No,No,1
SES-12587,2023-10-18,Direct,Tablet,No,Yes,No,No,478
SES-12588,2023-10-27,Referral,Tablet,No,Yes,No,No,332
SES-12589,2023-04-20,Social,Tablet,Yes,No,No,No,0
SES-12590,2023-12-25,Referral,Mobile,No,Yes,Yes,Yes,467
SES-12591,2023-12-22,Referral,Tablet,No,Yes,Yes,Yes,114
SES-12592,2023-03-14,Social,Desktop,Yes,No,No,No,5
SES-12593,2023-03-08,Organic Search,Desktop,Yes,No,No,No,2
SES-12594,2023-08-14,Organic Search,Tablet,No,Yes,Yes,Yes,115
SES-12595,2023-10-23,Referral,Tablet,Yes,No,No,No,1
SES-12596,2023-06-04,Referral,Desktop,No,Yes,No,No,573
SES-12597,2023-10-21,Social,Mobile,Yes,No,No,No,1
SES-12598,2023-10-19,Referral,Mobile,No,Yes,No,No,89
SES-12599,2023-07-04,Referral,Desktop,Yes,No,No,No,4
SES-12600,2023-10-07,Referral,Mobile,Yes,No,No,No,4
SES-12601,2023-04-19,Organic Search,Tablet,No,Yes,No,No,512
SES-12602,2023-04-27,Organic Search,Tablet,No,Yes,Yes,No,17
SES-12603,2023-02-11,Direct,Mobile,Yes,No,No,No,4
SES-12604,2023-05-16,Social,Tablet,No,Yes,Yes,Yes,479
SES-12605,2023-04-16,Paid Search,Desktop,No,Yes,No,No,217
SES-12606,2023-05-31,Social,Mobile,No,Yes,Yes,No,531
SES-12607,2023-01-22,Social,Tablet,Yes,No,No,No,9
SES-12608,2023-01-21,Social,Mobile,No,Yes,Yes,No,209
SES-12609,2023-10-25,Paid Search,Tablet,No,Yes,No,No,156
SES-12610,2023-01-13,Paid Search,Mobile,Yes,No,No,No,9
SES-12611,2023-02-11,Social,Mobile,Yes,No,No,No,8
SES-12612,2023-09-29,Referral,Desktop,No,Yes,No,No,231
SES-12613,2023-01-24,Paid Search,Desktop,No,Yes,No,No,544
SES-12614,2023-10-28,Referral,Desktop,No,Yes,No,No,425
SES-12615,2023-09-29,Social,Desktop,Yes,No,No,No,3
SES-12616,2023-08-31,Social,Tablet,Yes,No,No,No,3
SES-12617,2023-11-01,Social,Mobile,Yes,No,No,No,6
SES-12618,2023-12-20,Organic Search,Mobile,No,Yes,No,No,120
SES-12619,2023-01-17,Organic Search,Mobile,Yes,No,No,No,8
SES-12620,2023-10-05,Organic Search,Tablet,No,Yes,No,No,362
SES-12621,2023-10-03,Paid Search,Desktop,No,Yes,Yes,No,567
SES-12622,2023-10-22,Referral,Tablet,No,Yes,Yes,No,357
SES-12623,2023-01-01,Direct,Desktop,Yes,No,No,No,1
SES-12624,2023-10-01,Referral,Desktop,No,Yes,No,No,465
SES-12625,2023-02-21,Paid Search,Tablet,No,Yes,No,No,273
SES-12626,2023-04-06,Direct,Tablet,Yes,No,No,No,0
SES-12627,2023-06-30,Direct,Desktop,No,Yes,No,No,9
SES-12628,2023-12-23,Referral,Desktop,No,Yes,Yes,Yes,501
SES-12629,2023-07-09,Paid Search,Desktop,No,Yes,No,No,544
SES-12630,2023-07-17,Paid Search,Desktop,Yes,No,No,No,9
SES-12631,2023-07-28,Direct,Mobile,No,Yes,No,No,437
SES-12632,2023-11-04,Direct,Desktop,No,Yes,No,No,111
SES-12633,2023-12-31,Paid Search,Desktop,No,Yes,No,No,50
SES-12634,2023-03-18,Paid Search,Desktop,No,Yes,Yes,No,272
SES-12635,2023-03-29,Direct,Tablet,No,Yes,No,No,165
SES-12636,2023-02-27,Social,Desktop,No,Yes,No,No,514
SES-12637,2023-12-06,Paid Search,Mobile,No,Yes,No,No,593
SES-12638,2023-10-13,Direct,Tablet,Yes,No,No,No,3
SES-12639,2023-01-19,Referral,Desktop,No,Yes,Yes,Yes,23
SES-12640,2023-12-05,Social,Mobile,No,Yes,No,No,534
SES-12641,2023-09-18,Paid Search,Tablet,No,Yes,No,No,583
SES-12642,2023-09-12,Referral,Desktop,No,Yes,No,No,207
SES-12643,2023-05-07,Social,Mobile,No,Yes,Yes,No,117
SES-12644,2023-04-21,Direct,Mobile,Yes,No,No,No,4
SES-12645,2023-11-24,Organic Search,Mobile,No,Yes,No,No,111
SES-12646,2023-03-04,Social,Tablet,Yes,No,No,No,4
SES-12647,2023-06-22,Organic Search,Desktop,No,Yes,No,No,195
SES-12648,2023-06-07,Paid Search,Desktop,No,Yes,Yes,No,552
SES-12649,2023-05-14,Social,Mobile,Yes,No,No,No,3
SES-12650,2023-07-02,Paid Search,Desktop,Yes,No,No,No,5
SES-12651,2023-04-25,Organic Search,Mobile,Yes,No,No,No,4
SES-12652,2023-11-29,Organic Search,Mobile,No,Yes,No,No,277
SES-12653,2023-04-24,Referral,Tablet,Yes,No,No,No,7
SES-12654,2023-02-01,Social,Mobile,Yes,No,No,No,4
SES-12655,2023-12-08,Paid Search,Tablet,No,Yes,No,No,192
SES-12656,2023-02-26,Direct,Tablet,No,Yes,Yes,Yes,89
SES-12657,2023-03-21,Organic Search,Mobile,No,Yes,Yes,No,345
SES-12658,2023-06-26,Social,Mobile,Yes,No,No,No,6
SES-12659,2023-06-23,Organic Search,Mobile,Yes,No,No,No,4
SES-12660,2023-06-28,Organic Search,Desktop,No,Yes,No,No,406
SES-12661,2023-09-26,Paid Search,Tablet,No,Yes,No,No,442
SES-12662,2023-09-29,Organic Search,Mobile,Yes,No,No,No,6
SES-12663,2023-12-25,Referral,Mobile,Yes,No,No,No,0
SES-12664,2023-04-15,Direct,Tablet,Yes,No,No,No,4
SES-12665,2023-09-10,Paid Search,Mobile,Yes,No,No,No,7
SES-12666,2023-07-08,Direct,Desktop,Yes,No,No,No,2
SES-12667,2023-04-07,Social,Tablet,No,Yes,No,No,61
SES-12668,2023-03-16,Organic Search,Mobile,No,Yes,Yes,Yes,174
SES-12669,2023-05-26,Direct,Mobile,Yes,No,No,No,2
SES-12670,2023-10-11,Direct,Desktop,Yes,No,No,No,0
SES-12671,2023-10-30,Organic Search,Desktop,Yes,No,No,No,2
SES-12672,2023-07-14,Social,Desktop,Yes,No,No,No,4
SES-12673,2023-11-17,Direct,Tablet,Yes,No,No,No,2
SES-12674,2023-11-29,Social,Tablet,No,Yes,Yes,Yes,63
SES-12675,2023-09-16,Organic Search,Mobile,Yes,No,No,No,4
SES-12676,2023-12-05,Paid Search,Mobile,No,Yes,No,No,454
SES-12677,2023-11-05,Direct,Desktop,No,Yes,No,No,176
SES-12678,2023-01-18,Organic Search,Tablet,No,Yes,No,No,285
SES-12679,2023-11-15,Paid Search,Desktop,No,Yes,No,No,567
SES-12680,2023-10-11,Paid Search,Desktop,No,Yes,Yes,Yes,13
SES-12681,2023-03-23,Organic Search,Tablet,No,Yes,No,No,419
SES-12682,2023-04-09,Direct,Desktop,No,Yes,No,No,386
SES-12683,2023-12-17,Social,Tablet,Yes,No,No,No,7
SES-12684,2023-12-10,Referral,Desktop,No,Yes,No,No,152
SES-12685,2023-12-03,Social,Desktop,No,Yes,No,No,505
SES-12686,2023-11-15,Social,Desktop,Yes,No,No,No,8
SES-12687,2023-06-29,Direct,Tablet,Yes,No,No,No,5
SES-12688,2023-01-09,Paid Search,Mobile,No,Yes,No,No,103
SES-12689,2023-05-28,Referral,Desktop,Yes,No,No,No,9
SES-12690,2023-07-01,Organic Search,Desktop,No,Yes,No,No,8
SES-12691,2023-09-23,Paid Search,Desktop,Yes,No,No,No,7
SES-12692,2023-05-07,Referral,Desktop,No,Yes,No,No,208
SES-12693,2023-04-06,Organic Search,Desktop,Yes,No,No,No,2
SES-12694,2023-05-13,Paid Search,Tablet,Yes,No,No,No,4
SES-12695,2023-10-04,Organic Search,Mobile,No,Yes,No,No,241
SES-12696,2023-02-22,Referral,Desktop,No,Yes,No,No,237
SES-12697,2023-08-03,Organic Search,Desktop,No,Yes,No,No,398
SES-12698,2023-08-02,Referral,Mobile,No,Yes,No,No,289
SES-12699,2023-03-12,Paid Search,Desktop,Yes,No,No,No,7
SES-12700,2023-05-07,Direct,Mobile,No,Yes,No,No,478
SES-12701,2023-10-11,Organic Search,Mobile,No,Yes,No,No,504
SES-12702,2023-02-07,Organic Search,Desktop,No,Yes,Yes,No,323
SES-12703,2023-12-25,Referral,Desktop,Yes,No,No,No,8
SES-12704,2023-06-06,Referral,Tablet,Yes,No,No,No,9
SES-12705,2023-06-21,Organic Search,Tablet,No,Yes,Yes,Yes,532
SES-12706,2023-11-16,Organic Search,Mobile,Yes,No,No,No,8
SES-12707,2023-09-22,Direct,Tablet,Yes,No,No,No,8
SES-12708,2023-03-31,Paid Search,Tablet,No,Yes,No,No,385
SES-12709,2023-07-28,Paid Search,Desktop,No,Yes,No,No,140
SES-12710,2023-06-07,Referral,Tablet,No,Yes,Yes,No,171
SES-12711,2023-11-18,Direct,Desktop,No,Yes,No,No,516
SES-12712,2023-03-28,Organic Search,Tablet,Yes,No,No,No,0
SES-12713,2023-10-05,Paid Search,Mobile,No,Yes,No,No,338
SES-12714,2023-01-30,Social,Tablet,No,Yes,No,No,499
SES-12715,2023-12-10,Social,Tablet,No,Yes,No,No,34
SES-12716,2023-04-21,Paid Search,Tablet,No,Yes,No,No,346
SES-12717,2023-10-24,Social,Mobile,Yes,No,No,No,8
SES-12718,2023-09-01,Social,Desktop,Yes,No,No,No,4
SES-12719,2023-01-19,Organic Search,Tablet,No,Yes,No,No,29
SES-12720,2023-05-01,Organic Search,Tablet,No,Yes,No,No,449
SES-12721,2023-09-11,Organic Search,Mobile,Yes,No,No,No,5
SES-12722,2023-12-23,Paid Search,Tablet,No,Yes,No,No,359
SES-12723,2023-02-06,Organic Search,Mobile,No,Yes,No,No,586
SES-12724,2023-03-25,Paid Search,Desktop,No,Yes,Yes,No,92
SES-12725,2023-09-09,Referral,Desktop,No,Yes,No,No,425
SES-12726,2023-11-12,Referral,Desktop,Yes,No,No,No,1
SES-12727,2023-12-01,Social,Tablet,Yes,No,No,No,1
SES-12728,2023-07-31,Organic Search,Tablet,Yes,No,No,No,6
SES-12729,2023-07-25,Social,Mobile,Yes,No,No,No,2
SES-12730,2023-11-27,Social,Desktop,Yes,No,No,No,4
SES-12731,2023-02-27,Social,Mobile,No,Yes,No,No,167
SES-12732,2023-04-21,Direct,Tablet,No,Yes,No,No,220
SES-12733,2023-04-01,Organic Search,Desktop,No,Yes,Yes,Yes,94
SES-12734,2023-05-13,Referral,Desktop,Yes,No,No,No,4
SES-12735,2023-04-21,Organic Search,Desktop,No,Yes,No,No,574
SES-12736,2023-12-10,Social,Tablet,Yes,No,No,No,1
SES-12737,2023-05-20,Organic Search,Desktop,No,Yes,No,No,41
SES-12738,2023-12-29,Referral,Mobile,Yes,No,No,No,2
SES-12739,2023-08-06,Social,Mobile,Yes,No,No,No,7
SES-12740,2023-04-21,Social,Mobile,Yes,No,No,No,3
SES-12741,2023-05-27,Organic Search,Tablet,Yes,No,No,No,8
SES-12742,2023-02-09,Direct,Tablet,Yes,No,No,No,2
SES-12743,2023-03-02,Social,Tablet,Yes,No,No,No,8
SES-12744,2023-08-13,Social,Desktop,Yes,No,No,No,9
SES-12745,2023-04-09,Social,Tablet,No,Yes,No,No,228
SES-12746,2023-01-11,Social,Mobile,Yes,No,No,No,6
SES-12747,2023-05-21,Paid Search,Tablet,No,Yes,Yes,No,495
SES-12748,2023-07-24,Paid Search,Desktop,No,Yes,No,No,179
SES-12749,2023-08-13,Social,Desktop,No,Yes,No,No,273
SES-12750,2023-10-25,Social,Mobile,No,Yes,No,No,389
SES-12751,2023-03-15,Social,Desktop,No,Yes,Yes,Yes,343
SES-12752,2023-07-11,Direct,Mobile,No,Yes,Yes,Yes,212
SES-12753,2023-07-31,Referral,Desktop,No,Yes,No,No,345
SES-12754,2023-03-05,Referral,Desktop,Yes,No,No,No,1
SES-12755,2023-02-03,Referral,Mobile,No,Yes,Yes,Yes,196
SES-12756,2023-03-08,Referral,Mobile,No,Yes,No,No,249
SES-12757,2023-06-15,Direct,Desktop,No,Yes,No,No,137
SES-12758,2023-07-16,Direct,Tablet,No,Yes,No,No,108
SES-12759,2023-08-01,Organic Search,Mobile,No,Yes,No,No,246
SES-12760,2023-10-07,Organic Search,Tablet,No,Yes,No,No,310
SES-12761,2023-07-24,Paid Search,Mobile,Yes,No,No,No,9
SES-12762,2023-01-01,Direct,Desktop,No,Yes,Yes,No,41
SES-12763,2023-01-16,Paid Search,Mobile,No,Yes,Yes,No,237
SES-12764,2023-03-05,Direct,Mobile,Yes,No,No,No,8
SES-12765,2023-09-24,Direct,Desktop,Yes,No,No,No,7
SES-12766,2023-02-17,Direct,Tablet,No,Yes,No,No,584
SES-12767,2023-11-09,Organic Search,Mobile,No,Yes,No,No,186
SES-12768,2023-08-02,Paid Search,Tablet,Yes,No,No,No,0
SES-12769,2023-12-01,Direct,Tablet,No,Yes,Yes,No,481
SES-12770,2023-01-22,Paid Search,Desktop,No,Yes,Yes,Yes,164
SES-12771,2023-01-18,Social,Desktop,Yes,No,No,No,1
SES-12772,2023-06-22,Paid Search,Tablet,Yes,No,No,No,2
SES-12773,2023-07-10,Referral,Mobile,Yes,No,No,No,5
SES-12774,2023-12-09,Social,Desktop,Yes,No,No,No,9
SES-12775,2023-06-06,Direct,Mobile,Yes,No,No,No,6
SES-12776,2023-06-22,Social,Tablet,No,Yes,No,No,124
SES-12777,2023-09-30,Referral,Desktop,No,Yes,No,No,323
SES-12778,2023-09-18,Direct,Desktop,Yes,No,No,No,5
SES-12779,2023-04-03,Direct,Mobile,No,Yes,No,No,536
SES-12780,2023-09-18,Direct,Mobile,No,Yes,Yes,No,595
SES-12781,2023-06-09,Social,Mobile,Yes,No,No,No,1
SES-12782,2023-08-29,Direct,Desktop,No,Yes,No,No,196
SES-12783,2023-10-05,Direct,Tablet,Yes,No,No,No,1
SES-12784,2023-05-03,Social,Desktop,Yes,No,No,No,3
SES-12785,2023-08-04,Organic Search,Desktop,No,Yes,No,No,580
SES-12786,2023-03-11,Referral,Desktop,No,Yes,No,No,545
SES-12787,2023-03-15,Referral,Mobile,No,Yes,No,No,153
SES-12788,2023-01-10,Direct,Desktop,No,Yes,No,No,236
SES-12789,2023-12-02,Social,Tablet,No,Yes,No,No,449
SES-12790,2023-11-17,Paid Search,Tablet,Yes,No,No,No,1
SES-12791,2023-01-17,Referral,Desktop,No,Yes,No,No,586
SES-12792,2023-03-12,Organic Search,Desktop,Yes,No,No,No,2
SES-12793,2023-02-18,Social,Tablet,No,Yes,No,No,418
SES-12794,2023-02-01,Organic Search,Tablet,Yes,No,No,No,1
SES-12795,2023-01-16,Paid Search,Mobile,Yes,No,No,No,8
SES-12796,2023-06-28,Referral,Mobile,No,Yes,No,No,108
SES-12797,2023-11-13,Social,Mobile,Yes,No,No,No,4
SES-12798,2023-05-12,Referral,Desktop,Yes,No,No,No,6
SES-12799,2023-08-23,Direct,Desktop,No,Yes,No,No,492
SES-12800,2023-08-01,Direct,Tablet,No,Yes,Yes,No,182
SES-12801,2023-10-11,Paid Search,Mobile,Yes,No,No,No,7
SES-12802,2023-11-16,Organic Search,Tablet,No,Yes,Yes,No,477
SES-12803,2023-12-19,Social,Mobile,Yes,No,No,No,8
SES-12804,2023-08-05,Referral,Desktop,No,Yes,No,No,532
SES-12805,2023-01-13,Social,Mobile,Yes,No,No,No,4
SES-12806,2023-11-25,Social,Tablet,Yes,No,No,No,8
SES-12807,2023-06-30,Social,Desktop,Yes,No,No,No,2
SES-12808,2023-05-17,Organic Search,Tablet,No,Yes,No,No,406
SES-12809,2023-02-23,Paid Search,Tablet,No,Yes,Yes,No,110
SES-12810,2023-04-15,Paid Search,Desktop,No,Yes,No,No,152
SES-12811,2023-12-20,Referral,Desktop,Yes,No,No,No,1
SES-12812,2023-01-16,Organic Search,Mobile,Yes,No,No,No,2
SES-12813,2023-03-15,Referral,Mobile,No,Yes,Yes,Yes,347
SES-12814,2023-09-15,Organic Search,Tablet,Yes,No,No,No,8
SES-12815,2023-06-13,Paid Search,Desktop,No,Yes,No,No,402
SES-12816,2023-07-01,Social,Tablet,No,Yes,No,No,194
SES-12817,2023-07-24,Organic Search,Desktop,No,Yes,No,No,283
SES-12818,2023-07-20,Referral,Desktop,No,Yes,No,No,532
SES-12819,2023-12-11,Social,Mobile,No,Yes,Yes,Yes,529
SES-12820,2023-01-17,Organic Search,Mobile,No,Yes,No,No,308
SES-12821,2023-02-12,Paid Search,Desktop,No,Yes,Yes,No,166
SES-12822,2023-11-26,Organic Search,Mobile,No,Yes,No,No,258
SES-12823,2023-02-28,Paid Search,Mobile,No,Yes,Yes,Yes,553
SES-12824,2023-04-07,Referral,Tablet,No,Yes,No,No,132
SES-12825,2023-12-25,Paid Search,Desktop,Yes,No,No,No,8
SES-12826,2023-03-11,Organic Search,Mobile,Yes,No,No,No,3
SES-12827,2023-06-24,Paid Search,Mobile,No,Yes,Yes,No,534
SES-12828,2023-10-11,Direct,Tablet,No,Yes,No,No,138
SES-12829,2023-04-12,Organic Search,Tablet,Yes,No,No,No,4
SES-12830,2023-10-21,Paid Search,Mobile,Yes,No,No,No,1
SES-12831,2023-11-12,Direct,Tablet,Yes,No,No,No,2
SES-12832,2023-12-16,Paid Search,Desktop,Yes,No,No,No,8
SES-12833,2023-06-08,Paid Search,Mobile,Yes,No,No,No,4
SES-12834,2023-09-06,Organic Search,Desktop,No,Yes,No,No,410
SES-12835,2023-06-30,Direct,Desktop,No,Yes,No,No,159
SES-12836,2023-11-12,Organic Search,Tablet,Yes,No,No,No,1
SES-12837,2023-08-12,Referral,Desktop,Yes,No,No,No,7
SES-12838,2023-01-10,Paid Search,Tablet,Yes,No,No,No,7
SES-12839,2023-12-10,Paid Search,Tablet,Yes,No,No,No,8
SES-12840,2023-10-17,Social,Tablet,No,Yes,No,No,517
SES-12841,2023-06-20,Paid Search,Mobile,No,Yes,No,No,179
SES-12842,2023-09-22,Social,Desktop,Yes,No,No,No,6
SES-12843,2023-09-13,Direct,Tablet,No,Yes,Yes,No,532
SES-12844,2023-02-07,Organic Search,Tablet,Yes,No,No,No,8
SES-12845,2023-07-29,Paid Search,Desktop,Yes,No,No,No,7
SES-12846,2023-09-21,Paid Search,Mobile,No,Yes,Yes,No,248
SES-12847,2023-11-09,Referral,Tablet,No,Yes,Yes,No,313
SES-12848,2023-09-09,Paid Search,Mobile,Yes,No,No,No,8
SES-12849,2023-11-21,Referral,Mobile,Yes,No,No,No,7
SES-12850,2023-12-09,Organic Search,Desktop,No,Yes,No,No,266
SES-12851,2023-08-25,Organic Search,Mobile,Yes,No,No,No,2
SES-12852,2023-06-27,Organic Search,Mobile,Yes,No,No,No,2
SES-12853,2023-01-11,Paid Search,Desktop,No,Yes,Yes,Yes,576
SES-12854,2023-01-05,Social,Tablet,No,Yes,No,No,401
SES-12855,2023-12-07,Paid Search,Tablet,No,Yes,No,No,229
SES-12856,2023-07-01,Paid Search,Desktop,Yes,No,No,No,2
SES-12857,2023-06-27,Referral,Mobile,Yes,No,No,No,2
SES-12858,2023-12-22,Paid Search,Desktop,No,Yes,No,No,208
SES-12859,2023-05-30,Direct,Tablet,Yes,No,No,No,2
SES-12860,2023-09-26,Social,Mobile,Yes,No,No,No,2
SES-12861,2023-05-17,Organic Search,Tablet,No,Yes,No,No,177
SES-12862,2023-05-10,Direct,Tablet,No,Yes,Yes,No,367
SES-12863,2023-12-01,Direct,Desktop,Yes,No,No,No,5
SES-12864,2023-05-27,Paid Search,Mobile,Yes,No,No,No,3
SES-12865,2023-11-10,Direct,Tablet,Yes,No,No,No,8
SES-12866,2023-08-21,Organic Search,Mobile,No,Yes,No,No,264
SES-12867,2023-08-06,Referral,Mobile,Yes,No,No,No,8
SES-12868,2023-04-09,Referral,Desktop,No,Yes,Yes,No,476
SES-12869,2023-01-04,Direct,Mobile,No,Yes,Yes,No,255
SES-12870,2023-03-26,Direct,Tablet,Yes,No,No,No,8
SES-12871,2023-03-30,Organic Search,Desktop,Yes,No,No,No,5
SES-12872,2023-02-14,Referral,Desktop,No,Yes,No,No,567
SES-12873,2023-03-06,Social,Tablet,No,Yes,Yes,Yes,478
SES-12874,2023-06-17,Paid Search,Mobile,Yes,No,No,No,2
SES-12875,2023-01-10,Referral,Tablet,No,Yes,No,No,368
SES-12876,2023-01-16,Social,Mobile,Yes,No,No,No,3
SES-12877,2023-06-12,Paid Search,Desktop,No,Yes,No,No,513
SES-12878,2023-10-28,Referral,Mobile,Yes,No,No,No,7
SES-12879,2023-04-01,Referral,Tablet,Yes,No,No,No,9
SES-12880,2023-10-27,Direct,Desktop,Yes,No,No,No,4
SES-12881,2023-01-24,Paid Search,Desktop,No,Yes,No,No,165
SES-12882,2023-03-26,Direct,Mobile,No,Yes,No,No,149
SES-12883,2023-01-31,Organic Search,Mobile,No,Yes,No,No,580
